Assessment_ID,Student_Key,Item_Key,Response
140,2,46,2
141,2,47,3
142,2,48,4
143,2,49,3
144,2,50,3
145,2,51,3
146,2,52,2
147,2,53,3
148,2,54,2
149,2,55,2
150,2,56,3
151,2,57,2
152,2,58,2
153,2,59,4
154,2,60,3
155,2,61,2
156,2,62,3
157,2,63,4
158,2,64,3
159,2,65,4
160,2,66,2
161,2,67,3
162,2,68,4
163,2,69,2
164,2,70,4
165,2,71,2
166,2,72,4
167,2,73,2
168,2,74,3
169,2,75,4
170,2,76,2
171,2,77,2
172,2,78,2
173,2,79,2
174,2,80,4
175,2,81,2
176,2,82,3
177,2,83,4
178,2,84,4
179,2,85,3
180,2,86,3
181,2,87,2
182,2,88,2
183,2,89,3
184,2,90,4
185,2,91,2
186,2,92,2
187,2,93,4
188,2,94,3
189,3,1,2
190,3,2,3
191,3,3,3
192,3,4,2
193,3,5,3
194,3,6,1
195,3,7,3
196,3,8,1
197,3,9,1
198,3,10,2
199,3,11,1
200,3,12,2
201,3,13,2
202,3,14,1
203,3,15,2
204,3,16,1
205,3,17,2
206,3,18,1
207,3,19,3
208,3,20,2
209,3,21,1
210,3,22,3
211,3,23,1
212,3,24,3
213,3,25,2
214,3,26,1
215,3,27,1
216,3,28,1
217,3,29,3
218,3,30,1
219,3,31,1
220,3,32,2
221,3,33,2
222,3,34,4
223,3,35,2
224,3,36,3
225,3,37,4
226,3,38,2
227,3,39,3
228,3,40,3
229,3,41,3
230,3,42,2
231,3,43,3
232,3,44,4
233,3,45,4
234,3,46,4
235,3,47,4
236,3,48,4
237,3,49,3
238,3,50,3
239,3,51,3
240,3,52,4
241,3,53,3
242,3,54,3
243,3,55,3
244,3,56,2
245,3,57,4
246,3,58,4
247,3,59,4
248,3,60,2
249,3,61,2
250,3,62,2
251,3,63,2
252,3,64,4
253,3,65,2
254,3,66,2
255,3,67,3
256,3,68,2
257,3,69,2
258,3,70,3
259,3,71,4
260,3,72,3
261,3,73,3
262,3,74,3
263,3,75,2
264,3,76,2
265,3,77,2
266,3,78,4
267,3,79,3
268,3,80,4
269,3,81,4
270,3,82,2
271,3,83,3
272,3,84,4
273,3,85,4
274,3,86,2
275,3,87,3
276,3,88,2
277,3,89,2
278,3,90,2
279,3,91,4
280,3,92,2
281,3,93,4
282,3,94,3
283,4,1,1
284,4,2,2
285,4,3,2
286,4,4,3
287,4,5,3
288,4,6,2
289,4,7,3
290,4,8,3
291,4,9,1
292,4,10,2
293,4,11,1
294,4,12,1
295,4,13,1
296,4,14,3
297,4,15,2
298,4,16,1
299,4,17,1
300,4,18,3
301,4,19,1
302,4,20,2
303,4,21,2
304,4,22,2
305,4,23,1
306,4,24,1
307,4,25,1
308,4,26,1
309,4,27,1
310,4,28,1
311,4,29,2
312,4,30,2
313,4,31,1
314,4,32,3
315,4,33,4
316,4,34,3
317,4,35,4
318,4,36,3
319,4,37,3
320,4,38,4
321,4,39,4
322,4,40,2
323,4,41,3
324,4,42,3
325,4,43,3
326,4,44,3
327,4,45,3
328,4,46,2
329,4,47,3
330,4,48,4
331,4,49,4
332,4,50,2
333,4,51,3
334,4,52,2
335,4,53,2
336,4,54,2
337,4,55,4
338,4,56,4
339,4,57,2
340,4,58,4
341,4,59,4
342,4,60,3
343,4,61,4
344,4,62,4
345,4,63,3
346,4,64,2
347,4,65,3
348,4,66,2
349,4,67,4
350,4,68,4
351,4,69,2
352,4,70,3
353,4,71,2
354,4,72,4
355,4,73,2
356,4,74,3
357,4,75,2
358,4,76,3
359,4,77,4
360,4,78,4
361,4,79,4
362,4,80,2
363,4,81,4
364,4,82,2
365,4,83,4
366,4,84,4
367,4,85,4
368,4,86,3
369,4,87,2
370,4,88,2
371,4,89,2
372,4,90,4
373,4,91,2
374,4,92,2
375,4,93,4
376,4,94,2
377,5,1,2
378,5,2,2
379,5,3,3
380,5,4,1
381,5,5,2
382,5,6,3
383,5,7,3
384,5,8,3
385,5,9,1
386,5,10,3
387,5,11,1
388,5,12,3
389,5,13,3
390,5,14,2
391,5,15,2
392,5,16,3
393,5,17,3
394,5,18,3
395,5,19,3
396,5,20,2
397,5,21,3
398,5,22,1
399,5,23,1
400,5,24,3
401,5,25,3
402,5,26,3
403,5,27,2
404,5,28,2
405,5,29,3
406,5,30,1
407,5,31,3
408,5,32,2
409,5,33,2
410,5,34,4
411,5,35,3
412,5,36,3
413,5,37,4
414,5,38,2
415,5,39,4
416,5,40,2
417,5,41,4
418,5,42,3
419,5,43,2
420,5,44,2
421,5,45,4
422,5,46,2
423,5,47,3
424,5,48,3
425,5,49,2
426,5,50,3
427,5,51,3
428,5,52,4
429,5,53,4
430,5,54,4
431,5,55,3
432,5,56,4
433,5,57,2
434,5,58,2
435,5,59,3
436,5,60,3
437,5,61,4
438,5,62,3
439,5,63,2
440,5,64,2
441,5,65,3
442,5,66,4
443,5,67,2
444,5,68,3
445,5,69,4
446,5,70,4
447,5,71,2
448,5,72,4
449,5,73,2
450,5,74,3
451,5,75,3
452,5,76,2
453,5,77,3
454,5,78,3
455,5,79,2
456,5,80,4
457,5,81,4
458,5,82,2
459,5,83,3
460,5,84,2
461,5,85,4
462,5,86,2
463,5,87,4
464,5,88,2
465,5,89,2
466,5,90,4
467,5,91,2
468,5,92,4
469,5,93,4
470,5,94,3
471,6,1,3
472,6,2,2
473,6,3,1
474,6,4,2
475,6,5,3
476,6,6,2
477,6,7,3
478,6,8,1
479,6,9,2
480,6,10,2
481,6,11,2
482,6,12,3
483,6,13,1
484,6,14,1
485,6,15,2
486,6,16,3
487,6,17,1
488,6,18,1
489,6,19,3
490,6,20,2
491,6,21,1
492,6,22,2
493,6,23,2
494,6,24,2
495,6,25,3
496,6,26,2
497,6,27,3
498,6,28,1
499,6,29,3
500,6,30,2
501,6,31,2
502,6,32,2
503,6,33,2
504,6,34,3
505,6,35,3
506,6,36,2
507,6,37,3
508,6,38,2
509,6,39,4
510,6,40,4
511,6,41,3
512,6,42,2
513,6,43,2
514,6,44,4
515,6,45,4
516,6,46,3
517,6,47,4
518,6,48,2
519,6,49,4
520,6,50,3
521,6,51,2
522,6,52,2
523,6,53,2
524,6,54,2
525,6,55,3
526,6,56,2
527,6,57,4
528,6,58,3
529,6,59,3
530,6,60,3
531,6,61,2
532,6,62,3
533,6,63,3
534,6,64,3
535,6,65,4
536,6,66,3
537,6,67,3
538,6,68,4
539,6,69,2
540,6,70,2
541,6,71,4
542,6,72,2
543,6,73,4
544,6,74,2
545,6,75,3
546,6,76,2
547,6,77,4
548,6,78,3
549,6,79,2
550,6,80,3
551,6,81,4
552,6,82,3
553,6,83,2
554,6,84,3
555,6,85,3
556,6,86,4
557,6,87,4
558,6,88,2
559,6,89,4
560,6,90,2
561,6,91,2
562,6,92,4
563,6,93,2
564,6,94,4
565,7,1,2
566,7,2,1
567,7,3,3
568,7,4,2
569,7,5,1
570,7,6,3
571,7,7,2
572,7,8,3
573,7,9,3
574,7,10,1
575,7,11,3
576,7,12,1
577,7,13,1
578,7,14,1
579,7,15,3
580,7,16,2
581,7,17,1
582,7,18,3
583,7,19,3
584,7,20,1
585,7,21,2
586,7,22,2
587,7,23,2
588,7,24,3
589,7,25,1
590,7,26,1
591,7,27,2
592,7,28,2
593,7,29,3
594,7,30,2
595,7,31,3
596,7,32,2
597,7,33,3
598,7,34,4
599,7,35,4
600,7,36,4
601,7,37,4
602,7,38,4
603,7,39,2
604,7,40,3
605,7,41,4
606,7,42,2
607,7,43,2
608,7,44,3
609,7,45,3
610,7,46,3
611,7,47,3
612,7,48,3
613,7,49,2
614,7,50,4
615,7,51,2
616,7,52,2
617,7,53,2
618,7,54,2
619,7,55,4
620,7,56,3
621,7,57,2
622,7,58,2
623,7,59,3
624,7,60,4
625,7,61,4
626,7,62,3
627,7,63,2
628,7,64,3
629,7,65,2
630,7,66,4
631,7,67,3
632,7,68,4
633,7,69,2
634,7,70,4
635,7,71,3
636,7,72,2
637,7,73,4
638,7,74,3
639,7,75,4
640,7,76,2
641,7,77,4
642,7,78,3
643,7,79,2
644,7,80,3
645,7,81,2
646,7,82,3
647,7,83,2
648,7,84,3
649,7,85,2
650,7,86,2
651,7,87,4
652,7,88,2
653,7,89,2
654,7,90,4
655,7,91,4
656,7,92,3
657,7,93,4
658,7,94,3
659,8,1,3
660,8,2,1
661,8,3,1
662,8,4,1
663,8,5,2
664,8,6,2
665,8,7,1
666,8,8,3
667,8,9,1
668,8,10,2
669,8,11,1
670,8,12,1
671,8,13,2
672,8,14,2
673,8,15,2
674,8,16,3
675,8,17,3
676,8,18,1
677,8,19,2
678,8,20,3
679,8,21,2
680,8,22,1
681,8,23,2
682,8,24,1
683,8,25,3
684,8,26,1
685,8,27,2
686,8,28,3
687,8,29,1
688,8,30,3
689,8,31,3
690,8,32,2
691,8,33,2
692,8,34,4
693,8,35,2
694,8,36,2
695,8,37,3
696,8,38,3
697,8,39,4
698,8,40,2
699,8,41,4
700,8,42,3
701,8,43,3
702,8,44,2
703,8,45,2
704,8,46,4
705,8,47,2
706,8,48,4
707,8,49,3
708,8,50,2
709,8,51,2
710,8,52,3
711,8,53,4
712,8,54,4
713,8,55,4
714,8,56,4
715,8,57,3
716,8,58,2
717,8,59,4
718,8,60,3
719,8,61,3
720,8,62,2
721,8,63,2
722,8,64,2
723,8,65,2
724,8,66,2
725,8,67,2
726,8,68,2
727,8,69,4
728,8,70,4
729,8,71,4
730,8,72,4
731,8,73,4
732,8,74,2
733,8,75,3
734,8,76,3
735,8,77,3
736,8,78,2
737,8,79,4
738,8,80,4
739,8,81,2
740,8,82,3
741,8,83,4
742,8,84,3
743,8,85,2
744,8,86,2
745,8,87,2
746,8,88,4
747,8,89,3
748,8,90,4
749,8,91,4
750,8,92,2
751,8,93,3
752,8,94,2
753,9,1,3
754,9,2,1
755,9,3,2
756,9,4,1
757,9,5,1
758,9,6,2
759,9,7,3
760,9,8,2
761,9,9,1
762,9,10,2
763,9,11,1
764,9,12,1
765,9,13,3
766,9,14,3
767,9,15,1
768,9,16,2
769,9,17,1
770,9,18,2
771,9,19,1
772,9,20,2
773,9,21,2
774,9,22,3
775,9,23,1
776,9,24,1
777,9,25,3
778,9,26,2
779,9,27,2
780,9,28,1
781,9,29,1
782,9,30,3
783,9,31,1
784,9,32,3
785,9,33,3
786,9,34,3
787,9,35,2
788,9,36,2
789,9,37,4
790,9,38,2
791,9,39,4
792,9,40,4
793,9,41,2
794,9,42,2
795,9,43,2
796,9,44,2
797,9,45,3
798,9,46,2
799,9,47,3
800,9,48,2
801,9,49,2
802,9,50,2
803,9,51,3
804,9,52,2
805,9,53,2
806,9,54,3
807,9,55,2
808,9,56,2
809,9,57,4
810,9,58,2
811,9,59,3
812,9,60,3
813,9,61,3
814,9,62,4
815,9,63,3
816,9,64,2
817,9,65,3
818,9,66,3
819,9,67,3
820,9,68,3
821,9,69,4
822,9,70,3
823,9,71,4
824,9,72,3
825,9,73,3
826,9,74,2
827,9,75,4
828,9,76,4
829,9,77,3
830,9,78,3
831,9,79,3
832,9,80,2
833,9,81,2
834,9,82,3
835,9,83,2
836,9,84,3
837,9,85,4
838,9,86,2
839,9,87,2
840,9,88,4
841,9,89,3
842,9,90,3
843,9,91,4
844,9,92,3
845,9,93,2
846,9,94,2
847,10,1,3
848,10,2,1
849,10,3,3
850,10,4,1
851,10,5,1
852,10,6,1
853,10,7,1
854,10,8,3
855,10,9,3
856,10,10,3
857,10,11,3
858,10,12,2
859,10,13,2
860,10,14,1
861,10,15,3
862,10,16,1
863,10,17,1
864,10,18,2
865,10,19,2
866,10,20,3
867,10,21,3
868,10,22,1
869,10,23,3
870,10,24,2
871,10,25,2
872,10,26,1
873,10,27,2
874,10,28,3
875,10,29,3
876,10,30,3
877,10,31,2
878,10,32,1
879,10,33,4
880,10,34,4
881,10,35,3
882,10,36,4
883,10,37,4
884,10,38,2
885,10,39,4
886,10,40,3
887,10,41,2
888,10,42,4
889,10,43,4
890,10,44,2
891,10,45,4
892,10,46,3
893,10,47,4
894,10,48,2
895,10,49,3
896,10,50,3
897,10,51,2
898,10,52,4
899,10,53,4
900,10,54,2
901,10,55,4
902,10,56,2
903,10,57,4
904,10,58,2
905,10,59,4
906,10,60,4
907,10,61,4
908,10,62,4
909,10,63,4
910,10,64,3
911,10,65,3
912,10,66,3
913,10,67,3
914,10,68,4
915,10,69,4
916,10,70,2
917,10,71,3
918,10,72,4
919,10,73,3
920,10,74,4
921,10,75,3
922,10,76,2
923,10,77,4
924,10,78,2
925,10,79,4
926,10,80,2
927,10,81,4
928,10,82,3
929,10,83,3
930,10,84,3
931,10,85,2
932,10,86,3
933,10,87,2
934,10,88,4
935,10,89,4
936,10,90,3
937,10,91,2
938,10,92,4
939,10,93,2
940,10,94,2
941,11,1,1
942,11,2,3
943,11,3,3
944,11,4,1
945,11,5,3
946,11,6,1
947,11,7,3
948,11,8,2
949,11,9,1
950,11,10,3
951,11,11,3
952,11,12,1
953,11,13,2
954,11,14,2
955,11,15,3
956,11,16,3
957,11,17,2
958,11,18,1
959,11,19,1
960,11,20,2
961,11,21,3
962,11,22,2
963,11,23,2
964,11,24,2
965,11,25,1
966,11,26,1
967,11,27,3
968,11,28,3
969,11,29,3
970,11,30,1
971,11,31,3
972,11,32,1
973,11,33,4
974,11,34,4
975,11,35,4
976,11,36,4
977,11,37,4
978,11,38,4
979,11,39,3
980,11,40,3
981,11,41,2
982,11,42,3
983,11,43,2
984,11,44,4
985,11,45,3
986,11,46,4
987,11,47,2
988,11,48,2
989,11,49,4
990,11,50,4
991,11,51,4
992,11,52,3
993,11,53,2
994,11,54,2
995,11,55,4
996,11,56,4
997,11,57,2
998,11,58,4
999,11,59,4
1000,11,60,2
1001,11,61,4
1002,11,62,4
1003,11,63,2
1004,11,64,4
1005,11,65,2
1006,11,66,3
1007,11,67,2
1008,11,68,4
1009,11,69,2
1010,11,70,4
1011,11,71,4
1012,11,72,3
1013,11,73,2
1014,11,74,4
1015,11,75,2
1016,11,76,3
1017,11,77,3
1018,11,78,2
1019,11,79,2
1020,11,80,4
1021,11,81,4
1022,11,82,3
1023,11,83,3
1024,11,84,3
1025,11,85,4
1026,11,86,2
1027,11,87,4
1028,11,88,2
1029,11,89,2
1030,11,90,4
1031,11,91,2
1032,11,92,4
1033,11,93,2
1034,11,94,2
1035,12,1,3
1036,12,2,1
1037,12,3,3
1038,12,4,1
1039,12,5,2
1040,12,6,2
1041,12,7,2
1042,12,8,3
1043,12,9,1
1044,12,10,2
1045,12,11,2
1046,12,12,1
1047,12,13,3
1048,12,14,2
1049,12,15,1
1050,12,16,3
1051,12,17,2
1052,12,18,2
1053,12,19,1
1054,12,20,1
1055,12,21,3
1056,12,22,3
1057,12,23,2
1058,12,24,3
1059,12,25,2
1060,12,26,2
1061,12,27,3
1062,12,28,1
1063,12,29,2
1064,12,30,1
1065,12,31,1
1066,12,32,1
1067,12,33,2
1068,12,34,4
1069,12,35,2
1070,12,36,2
1071,12,37,4
1072,12,38,2
1073,12,39,3
1074,12,40,4
1075,12,41,2
1076,12,42,3
1077,12,43,3
1078,12,44,2
1079,12,45,4
1080,12,46,4
1081,12,47,4
1082,12,48,3
1083,12,49,3
1084,12,50,4
1085,12,51,4
1086,12,52,3
1087,12,53,2
1088,12,54,3
1089,12,55,3
1090,12,56,4
1091,12,57,4
1092,12,58,3
1093,12,59,2
1094,12,60,4
1095,12,61,2
1096,12,62,2
1097,12,63,4
1098,12,64,4
1099,12,65,3
1100,12,66,3
1101,12,67,3
1102,12,68,4
1103,12,69,4
1104,12,70,2
1105,12,71,3
1106,12,72,2
1107,12,73,4
1108,12,74,2
1109,12,75,4
1110,12,76,4
1111,12,77,2
1112,12,78,3
1113,12,79,4
1114,12,80,4
1115,12,81,2
1116,12,82,2
1117,12,83,4
1118,12,84,2
1119,12,85,3
1120,12,86,4
1121,12,87,3
1122,12,88,3
1123,12,89,4
1124,12,90,2
1125,12,91,4
1126,12,92,2
1127,12,93,4
1128,12,94,4
1129,13,1,2
1130,13,2,1
1131,13,3,1
1132,13,4,3
1133,13,5,1
1134,13,6,1
1135,13,7,2
1136,13,8,2
1137,13,9,3
1138,13,10,3
1139,13,11,2
1140,13,12,2
1141,13,13,3
1142,13,14,3
1143,13,15,2
1144,13,16,1
1145,13,17,3
1146,13,18,3
1147,13,19,2
1148,13,20,2
1149,13,21,2
1150,13,22,3
1151,13,23,1
1152,13,24,2
1153,13,25,1
1154,13,26,2
1155,13,27,3
1156,13,28,3
1157,13,29,2
1158,13,30,2
1159,13,31,2
1160,13,32,2
1161,13,33,2
1162,13,34,2
1163,13,35,2
1164,13,36,3
1165,13,37,3
1166,13,38,2
1167,13,39,4
1168,13,40,3
1169,13,41,4
1170,13,42,3
1171,13,43,4
1172,13,44,3
1173,13,45,4
1174,13,46,2
1175,13,47,2
1176,13,48,2
1177,13,49,4
1178,13,50,4
1179,13,51,3
1180,13,52,3
1181,13,53,4
1182,13,54,2
1183,13,55,3
1184,13,56,4
1185,13,57,2
1186,13,58,3
1187,13,59,3
1188,13,60,3
1189,13,61,4
1190,13,62,4
1191,13,63,3
1192,13,64,4
1193,13,65,4
1194,13,66,2
1195,13,67,4
1196,13,68,4
1197,13,69,4
1198,13,70,2
1199,13,71,3
1200,13,72,3
1201,13,73,2
1202,13,74,2
1203,13,75,3
1204,13,76,2
1205,13,77,3
1206,13,78,2
1207,13,79,3
1208,13,80,2
1209,13,81,3
1210,13,82,4
1211,13,83,4
1212,13,84,3
1213,13,85,4
1214,13,86,2
1215,13,87,3
1216,13,88,4
1217,13,89,3
1218,13,90,2
1219,13,91,4
1220,13,92,4
1221,13,93,3
1222,13,94,2
1223,14,1,2
1224,14,2,3
1225,14,3,2
1226,14,4,3
1227,14,5,1
1228,14,6,2
1229,14,7,1
1230,14,8,1
1231,14,9,1
1232,14,10,3
1233,14,11,2
1234,14,12,1
1235,14,13,1
1236,14,14,3
1237,14,15,1
1238,14,16,1
1239,14,17,2
1240,14,18,3
1241,14,19,1
1242,14,20,1
1243,14,21,1
1244,14,22,3
1245,14,23,3
1246,14,24,1
1247,14,25,1
1248,14,26,1
1249,14,27,3
1250,14,28,3
1251,14,29,2
1252,14,30,2
1253,14,31,2
1254,14,32,2
1255,14,33,4
1256,14,34,3
1257,14,35,4
1258,14,36,2
1259,14,37,3
1260,14,38,3
1261,14,39,3
1262,14,40,4
1263,14,41,3
1264,14,42,2
1265,14,43,2
1266,14,44,4
1267,14,45,4
1268,14,46,4
1269,14,47,2
1270,14,48,2
1271,14,49,4
1272,14,50,4
1273,14,51,3
1274,14,52,2
1275,14,53,4
1276,14,54,2
1277,14,55,4
1278,14,56,4
1279,14,57,4
1280,14,58,2
1281,14,59,2
1282,14,60,3
1283,14,61,3
1284,14,62,3
1285,14,63,3
1286,14,64,3
1287,14,65,2
1288,14,66,4
1289,14,67,4
1290,14,68,3
1291,14,69,3
1292,14,70,3
1293,14,71,4
1294,14,72,3
1295,14,73,3
1296,14,74,2
1297,14,75,4
1298,14,76,3
1299,14,77,3
1300,14,78,4
1301,14,79,3
1302,14,80,3
1303,14,81,2
1304,14,82,2
1305,14,83,3
1306,14,84,3
1307,14,85,2
1308,14,86,4
1309,14,87,3
1310,14,88,3
1311,14,89,3
1312,14,90,2
1313,14,91,2
1314,14,92,3
1315,14,93,2
1316,14,94,2
1317,15,1,1
1318,15,2,1
1319,15,3,2
1320,15,4,3
1321,15,5,1
1322,15,6,3
1323,15,7,3
1324,15,8,3
1325,15,9,2
1326,15,10,2
1327,15,11,1
1328,15,12,2
1329,15,13,3
1330,15,14,1
1331,15,15,2
1332,15,16,1
1333,15,17,3
1334,15,18,1
1335,15,19,1
1336,15,20,3
1337,15,21,1
1338,15,22,3
1339,15,23,2
1340,15,24,3
1341,15,25,3
1342,15,26,2
1343,15,27,2
1344,15,28,2
1345,15,29,2
1346,15,30,1
1347,15,31,2
1348,15,32,1
1349,15,33,4
1350,15,34,2
1351,15,35,4
1352,15,36,4
1353,15,37,4
1354,15,38,3
1355,15,39,2
1356,15,40,2
1357,15,41,2
1358,15,42,3
1359,15,43,3
1360,15,44,4
1361,15,45,3
1362,15,46,3
1363,15,47,3
1364,15,48,4
1365,15,49,4
1366,15,50,3
1367,15,51,2
1368,15,52,3
1369,15,53,4
1370,15,54,3
1371,15,55,2
1372,15,56,4
1373,15,57,3
1374,15,58,2
1375,15,59,3
1376,15,60,2
1377,15,61,3
1378,15,62,2
1379,15,63,3
1380,15,64,3
1381,15,65,3
1382,15,66,3
1383,15,67,3
1384,15,68,2
1385,15,69,2
1386,15,70,3
1387,15,71,3
1388,15,72,4
1389,15,73,2
1390,15,74,2
1391,15,75,4
1392,15,76,2
1393,15,77,2
1394,15,78,4
1395,15,79,4
1396,15,80,3
1397,15,81,2
1398,15,82,3
1399,15,83,3
1400,15,84,2
1401,15,85,2
1402,15,86,4
1403,15,87,2
1404,15,88,4
1405,15,89,4
1406,15,90,2
1407,15,91,4
1408,15,92,2
1409,15,93,2
1410,15,94,4
1411,16,1,1
1412,16,2,1
1413,16,3,1
1414,16,4,1
1415,16,5,3
1416,16,6,1
1417,16,7,1
1418,16,8,3
1419,16,9,2
1420,16,10,1
1421,16,11,2
1422,16,12,3
1423,16,13,3
1424,16,14,2
1425,16,15,3
1426,16,16,2
1427,16,17,2
1428,16,18,3
1429,16,19,2
1430,16,20,2
1431,16,21,2
1432,16,22,1
1433,16,23,2
1434,16,24,1
1435,16,25,3
1436,16,26,3
1437,16,27,3
1438,16,28,1
1439,16,29,2
1440,16,30,1
1441,16,31,1
1442,16,32,1
1443,16,33,3
1444,16,34,4
1445,16,35,3
1446,16,36,4
1447,16,37,2
1448,16,38,3
1449,16,39,3
1450,16,40,3
1451,16,41,3
1452,16,42,2
1453,16,43,3
1454,16,44,4
1455,16,45,4
1456,16,46,4
1457,16,47,2
1458,16,48,4
1459,16,49,3
1460,16,50,3
1461,16,51,2
1462,16,52,3
1463,16,53,4
1464,16,54,2
1465,16,55,3
1466,16,56,2
1467,16,57,3
1468,16,58,2
1469,16,59,4
1470,16,60,4
1471,16,61,4
1472,16,62,3
1473,16,63,2
1474,16,64,2
1475,16,65,3
1476,16,66,2
1477,16,67,2
1478,16,68,4
1479,16,69,2
1480,16,70,2
1481,16,71,3
1482,16,72,2
1483,16,73,2
1484,16,74,2
1485,16,75,3
1486,16,76,4
1487,16,77,4
1488,16,78,4
1489,16,79,2
1490,16,80,4
1491,16,81,4
1492,16,82,2
1493,16,83,2
1494,16,84,3
1495,16,85,3
1496,16,86,3
1497,16,87,4
1498,16,88,4
1499,16,89,2
1500,16,90,2
1501,16,91,4
1502,16,92,2
1503,16,93,4
1504,16,94,3
1505,17,1,2
1506,17,2,1
1507,17,3,2
1508,17,4,1
1509,17,5,2
1510,17,6,2
1511,17,7,1
1512,17,8,1
1513,17,9,3
1514,17,10,3
1515,17,11,1
1516,17,12,3
1517,17,13,3
1518,17,14,2
1519,17,15,3
1520,17,16,2
1521,17,17,1
1522,17,18,1
1523,17,19,3
1524,17,20,1
1525,17,21,2
1526,17,22,2
1527,17,23,2
1528,17,24,3
1529,17,25,1
1530,17,26,1
1531,17,27,3
1532,17,28,3
1533,17,29,1
1534,17,30,2
1535,17,31,2
1536,17,32,3
1537,17,33,4
1538,17,34,2
1539,17,35,3
1540,17,36,4
1541,17,37,2
1542,17,38,4
1543,17,39,3
1544,17,40,2
1545,17,41,3
1546,17,42,4
1547,17,43,2
1548,17,44,3
1549,17,45,2
1550,17,46,4
1551,17,47,2
1552,17,48,3
1553,17,49,4
1554,17,50,4
1555,17,51,4
1556,17,52,2
1557,17,53,3
1558,17,54,3
1559,17,55,2
1560,17,56,2
1561,17,57,4
1562,17,58,4
1563,17,59,4
1564,17,60,2
1565,17,61,3
1566,17,62,2
1567,17,63,4
1568,17,64,3
1569,17,65,2
1570,17,66,2
1571,17,67,2
1572,17,68,3
1573,17,69,3
1574,17,70,2
1575,17,71,2
1576,17,72,3
1577,17,73,4
1578,17,74,3
1579,17,75,4
1580,17,76,4
1581,17,77,3
1582,17,78,4
1583,17,79,2
1584,17,80,3
1585,17,81,2
1586,17,82,4
1587,17,83,3
1588,17,84,4
1589,17,85,4
1590,17,86,3
1591,17,87,2
1592,17,88,4
1593,17,89,4
1594,17,90,4
1595,17,91,2
1596,17,92,3
1597,17,93,3
1598,17,94,4
1599,18,1,2
1600,18,2,1
1601,18,3,1
1602,18,4,3
1603,18,5,3
1604,18,6,3
1605,18,7,2
1606,18,8,1
1607,18,9,1
1608,18,10,2
1609,18,11,1
1610,18,12,1
1611,18,13,1
1612,18,14,1
1613,18,15,2
1614,18,16,2
1615,18,17,2
1616,18,18,2
1617,18,19,3
1618,18,20,2
1619,18,21,2
1620,18,22,3
1621,18,23,2
1622,18,24,1
1623,18,25,2
1624,18,26,1
1625,18,27,3
1626,18,28,3
1627,18,29,2
1628,18,30,3
1629,18,31,1
1630,18,32,1
1631,18,33,3
1632,18,34,3
1633,18,35,3
1634,18,36,3
1635,18,37,4
1636,18,38,2
1637,18,39,2
1638,18,40,4
1639,18,41,2
1640,18,42,2
1641,18,43,3
1642,18,44,2
1643,18,45,2
1644,18,46,2
1645,18,47,3
1646,18,48,4
1647,18,49,4
1648,18,50,3
1649,18,51,2
1650,18,52,4
1651,18,53,4
1652,18,54,4
1653,18,55,2
1654,18,56,4
1655,18,57,2
1656,18,58,4
1657,18,59,4
1658,18,60,4
1659,18,61,4
1660,18,62,4
1661,18,63,3
